zMeas	zAbsorb	ka	kb	la	lb	ma	mb
36	78	155	185	1886	1763	0	0
37	78	181	159	1644	1528	0	0
38	78	183	138	1430	1326	0	0
39	78	159	120	1248	1149	0	0
40	78	139	104	1092	1002	12447	0
41	78	122	91	2246	3418	15358	0
42	78	107	80	3278	2926	16580	0
43	78	94	70	2829	2505	16924	0
44	78	83	61	2449	2697	16793	0
45	78	73	54	2661	2326	16351	0
46	78	65	48	2318	2014	15738	0
47	78	58	42	2026	1951	14954	0
48	78	51	38	1984	1942	14038	0
49	78	46	33	1745	1718	13109	0
50	78	41	30	1773	1524	12204	0
51	78	37	27	1586	1352	11355	0
52	78	33	24	1421	1203	10555	0
53	78	29	21	1275	1071	9780	0
54	78	27	19	1146	955	9066	0
55	78	24	17	1031	853	8417	0
56	78	22	16	929	763	7386	0
57	78	19	14	838	683	6674	6413
58	78	18	13	757	611	6004	5808
59	78	16	11	685	548	5503	5293
60	78	14	10	621	492	5002	4794
61	78	13	9	563	442	4570	4369
62	78	12	9	512	398	4176	3980
63	78	11	8	465	359	3766	3586
64	78	10	7	424	324	3501	3323
65	78	9	6	387	293	3159	3029
66	78	8	6	353	264	2902	2761
67	78	7	5	323	239	2665	2527
68	78	7	5	296	217	2442	2313
69	78	6	4	271	197	2250	2123
70	78	6	4	249	179	2069	1942
71	78	5	4	229	163	1906	1783
72	78	5	3	211	148	1752	1636
73	78	4	3	194	135	1612	1503
74	78	4	3	179	124	1485	1382
75	78	4	3	166	112	1370	1272
76	78	3	2	153	103	1266	1172
77	78	3	2	142	94	1170	1079
78	78	3	2	131	86	1083	998
79	78	3	2	122	79	1003	2550
80	78	2	0	113	183	2167	3318
81	78	2	0	105	169	3365	3031
82	78	2	0	98	156	3089	2772
83	78	2	0	91	144	2834	2535
84	78	0	0	85	179	2602	2319
85	78	0	0	79	166	2394	2665
86	78	0	0	187	178	2763	2449
87	78	0	0	175	165	2546	2246
88	78	0	0	165	152	2350	2069
89	78	0	0	155	141	2170	2128
90	78	0	0	145	130	2005	1963
91	78	0	0	185	120	2074	1814
92	78	0	0	174	111	1922	1915
93	78	0	0	190	103	1766	1759
94	78	0	0	180	95	1813	1600
95	78	0	0	0	0	1699	1498
96	78	0	0	0	0	1607	1409
97	78	0	0	0	0	0	0
98	78	0	0	0	0	0	0
99	78	0	0	0	0	0	0
100	78	0	0	0	0	0	0
1	79	0	0	0	0	0	0
2	79	0	0	0	0	0	0
3	79	68221.75	0	0	0	0	0
4	79	17100	0	0	0	0	0
5	79	10400	0	0	0	0	0
6	79	15200	0	0	0	0	0
7	79	15400	0	0	0	0	0
8	79	11800	0	0	0	0	0
9	79	9290	0	0	0	0	0
10	79	6775	6535	0	0	0	0
11	79	4702	4452	0	0	0	0
12	79	3275	3032	0	0	0	0
13	79	2303	2087	0	0	0	0
14	79	1644	1462	0	0	0	0
15	79	1193	1043	0	0	0	0
16	79	2200	2800	0	0	0	0
17	79	2417	2502	0	0	0	0
18	79	2192	1994	0	0	0	0
19	79	1802	1664	0	0	0	0
20	79	1554	1264	15750	15660	0	0
21	79	1205	969	14480	14376	0	0
22	79	942	751	13178	13049	0	0
23	79	743	587	11917	11770	0	0
24	79	591	463	10780	10626	0	0
25	79	473	369	9755	9595	0	0
26	79	382	296	8838	8680	0	0
27	79	310	239	7843	7607	0	0
28	79	254	195	6736	6510	0	0
29	79	209	160	5950	5568	0	0
30	79	173	132	4960	4756	46188.48	0
31	79	144	110	4251	4057	0	0
32	79	121	91	3645	3463	0	0
33	79	102	77	3130	2960	0	0
34	79	86	165	2695	2540	0	0
35	79	73	141	2324	2179	0	0
36	79	160	164	2000	1869	0	0
37	79	139	165	1742	1620	0	0
38	79	163	143	1515	1404	0	0
39	79	165	124	1321	1216	0	0
40	79	144	108	1156	1059	10415	0
41	79	126	94	1014	2211	14215	0
42	79	111	82	2200	2850	15963	0
43	79	97	72	2981	2641	16628	0
44	79	86	64	2582	2274	16711	0
45	79	76	56	2243	2457	16413	0
46	79	67	50	2448	2128	15889	0
47	79	60	44	2500	2059	15163	0
48	79	53	39	1877	1796	14281	0
49	79	48	35	1841	1785	13364	0
50	79	42	31	1841	1583	12458	0
51	79	38	28	1647	1405	11601	0
52	79	34	25	1476	1251	10787	0
53	79	31	22	1325	1114	9995	0
54	79	28	20	1191	993	9265	0
55	79	25	18	1072	887	8598	0
56	79	22	16	966	793	7772	0
57	79	20	15	872	711	7031	6760
58	79	18	13	788	636	6333	6128
59	79	17	12	713	570	5809	5590
60	79	15	11	646	512	5285	5067
61	79	14	10	586	460	4832	4621
62	79	12	9	533	415	4418	4213
63	79	11	8	484	374	3988	3798
64	79	10	7	442	338	3708	3521
65	79	9	7	403	305	3347	3210
66	79	9	6	368	276	3076	2926
67	79	8	6	337	250	2825	2679
68	79	7	5	308	226	2589	2453
69	79	7	5	283	206	2386	2251
70	79	6	4	260	187	2194	2059
71	79	5	4	239	170	2021	1891
72	79	5	3	220	155	1857	1735
73	79	5	3	203	141	1708	1593
74	79	4	3	187	129	1574	1464
75	79	4	3	173	117	1451	1347
76	79	4	2	160	107	1340	1241
77	79	3	2	148	98	1238	1142
78	79	3	2	137	90	1146	1056
79	79	3	2	127	82	1061	975
80	79	2	2	118	75	983	2170
81	79	2	0	109	175	2178	3192
82	79	2	0	102	161	3251	2921
83	79	2	0	95	149	2986	2673
84	79	2	0	88	137	2743	2445
85	79	0	0	82	171	2525	2247
86	79	0	0	77	158	2329	2587
87	79	0	0	182	170	2147	2372
88	79	0	0	170	157	2482	2186
89	79	0	0	160	146	2292	2014
90	79	0	0	150	135	2118	1858
91	79	0	0	141	125	1963	1914
92	79	0	0	133	115	2028	1768
93	79	0	0	169	107	1864	1827
94	79	0	0	159	99	1756	1659
95	79	0	0	0	0	1762	1554
96	79	0	0	0	0	1667	1463
97	79	0	0	0	0	0	0
98	79	0	0	0	0	0	0
99	79	0	0	0	0	0	0
100	79	0	0	0	0	0	0
1	80	0	0	0	0	0	0
2	80	0	0	0	0	0	0
3	80	99526.59	0	0	0	0	0
4	80	36300	0	0	0	0	0
5	80	10100	0	0	0	0	0
6	80	16800	0	0	0	0	0
7	80	15900	0	0	0	0	0
8	80	12400	0	0	0	0	0
9	80	9770	0	0	0	0	0
10	80	7076	6828	0	0	0	0
11	80	4928	4668	0	0	0	0
12	80	3440	3186	0	0	0	0
13	80	2422	2195	0	0	0	0
14	80	1728	1537	0	0	0	0
15	80	1253	1094	0	0	0	0
16	80	923	2978	0	0	0	0
17	80	2525	2088	0	0	0	0
18	80	2295	1873	0	0	0	0
19	80	1883	1714	0	0	0	0
20	80	1600	1302	15675	15597	0	0
21	80	1241	999	14518	14419	0	0
22	80	971	774	13263	13137	0	0
23	80	766	606	12020	11873	0	0
24	80	609	478	10883	10728	0	0
25	80	488	381	9851	9690	0	0
26	80	394	305	8924	8763	0	0
27	80	320	247	8092	7934	0	0
28	80	262	201	7036	6803	0	0
29	80	216	165	6050	5827	0	0
30	80	179	136	5196	4985	75269.63	0
31	80	149	113	4458	4257	0	0
32	80	125	95	3827	3637	0	0
33	80	105	79	3288	3110	0	0
34	80	89	170	2833	2670	0	0
35	80	76	145	2444	2291	0	0
36	80	164	125	2103	1965	0	0
37	80	142	169	1832	1702	0	0
38	80	124	146	1592	1476	0	0
39	80	169	127	1388	1277	0	0
40	80	148	111	1214	1112	7758	0
41	80	129	97	1064	970	12569	0
42	80	114	85	936	2062	14927	0
43	80	100	74	3109	2758	15970	0
44	80	88	65	2696	2376	16314	0
45	80	78	58	2344	2050	16197	0
46	80	69	51	2043	2228	15793	0
47	80	62	45	2240	1933	15154	0
48	80	55	40	1965	1877	14329	0
49	80	49	36	1924	1641	13446	0
50	80	44	32	1698	1630	12556	0
51	80	39	29	1696	1448	11704	0
52	80	35	26	1520	1289	10890	0
53	80	32	23	1365	1148	10094	0
54	80	28	21	1227	1023	9356	0
55	80	26	19	1104	915	8680	0
56	80	23	17	996	818	8045	0
57	80	21	15	899	733	7341	7061
58	80	19	14	812	656	6620	6408
59	80	17	12	735	588	6078	5850
60	80	16	11	666	528	5534	5308
61	80	14	10	604	475	5063	4844
62	80	13	9	549	428	4633	4419
63	80	12	8	500	386	4184	3986
64	80	11	8	456	348	3892	3697
65	80	10	7	416	315	3515	3372
66	80	9	6	380	285	3232	3075
67	80	8	6	348	258	2969	2816
68	80	7	5	318	234	2722	2578
69	80	7	5	292	212	2509	2367
70	80	6	4	268	193	2307	2165
71	80	6	4	247	176	2125	1988
72	80	5	4	227	160	1953	1824
73	80	5	3	209	145	1796	1674
74	80	4	3	193	133	1654	1539
75	80	4	3	178	121	1525	1415
76	80	4	3	165	111	1408	1303
77	80	3	2	153	101	1301	1199
78	80	3	2	141	93	1203	1108
79	80	3	2	131	85	1113	1023
80	80	3	2	122	78	1031	946
81	80	2	2	113	71	957	2134
82	80	2	0	105	166	2173	3047
83	80	2	0	98	153	3113	2791
84	80	2	0	91	141	2864	2554
85	80	2	0	85	130	2637	2348
86	80	0	0	79	162	2433	2158
87	80	0	0	74	150	2243	2483
88	80	0	0	175	161	2071	2288
89	80	0	0	164	149	2399	2108
90	80	0	0	155	138	2217	1945
91	80	0	0	145	128	2055	1797
92	80	0	0	137	118	1904	1848
93	80	0	0	129	109	1750	1684
94	80	0	0	163	101	1835	1587
95	80	0	0	0	0	1701	1598
96	80	0	0	0	0	1596	1503
97	80	0	0	0	0	0	0
98	80	0	0	0	0	0	0
99	80	0	0	0	0	0	0
100	80	0	0	0	0	0	0
1	81	0	0	0	0	0	0
2	81	0	0	0	0	0	0
3	81	90413.69	0	0	0	0	0
4	81	18400	0	0	0	0	0
5	81	8820	0	0	0	0	0
6	81	14700	0	0	0	0	0
7	81	14300	0	0	0	0	0
8	81	12200	0	0	0	0	0
9	81	9690	0	0	0	0	0
10	81	7459	7128	0	0	0	0
11	81	5160	4890	0	0	0	0
12	81	3610	3344	0	0	0	0
13	81	2544	2306	0	0	0	0
14	81	1816	1615	0	0	0	0
15	81	1315	1148	0	0	0	0
16	81	967	2076	0	0	0	0
17	81	2634	2180	0	0	0	0
18	81	2399	1959	0	0	0	0
19	81	1770	1587	0	0	0	0
20	81	1472	1341	15584	15521	0	0
21	81	1279	1029	14566	14474	0	0
22	81	1001	798	13371	13248	0	0
23	81	790	624	12150	12004	0	0
24	81	628	493	11016	10861	0	0
25	81	504	393	9977	9814	0	0
26	81	407	315	9039	8876	0	0
27	81	331	255	8194	8033	0	0
28	81	271	208	7431	7102	0	0
29	81	223	171	6323	6093	0	0
30	81	185	141	5438	5219	44667.96	0
31	81	154	117	4672	4462	0	0
32	81	129	98	4014	3816	0	0
33	81	109	82	3451	3266	0	0
34	81	92	69	2975	2804	0	0
35	81	78	149	2567	2407	0	0
36	81	67	128	2209	2065	0	0
37	81	146	148	1925	1789	0	0
38	81	127	150	1673	1550	0	0
39	81	149	130	1458	1341	0	0
40	81	151	114	1274	1167	0	0
41	81	133	99	1117	1017	10589	0
42	81	117	87	981	890	13677	0
43	81	103	76	2164	2874	15176	0
44	81	91	67	2811	2479	15833	0
45	81	80	59	2446	2141	15935	0
46	81	71	52	2133	2329	15677	0
47	81	63	47	2342	2022	15143	0
48	81	56	41	2055	1765	14390	0
49	81	50	37	1809	1713	13548	0
50	81	45	33	1773	1502	12679	0
51	81	40	29	1569	1491	11836	0
52	81	36	26	1565	1327	11023	0
53	81	32	24	1405	1182	10222	0
54	81	29	21	1264	1054	9476	0
55	81	26	19	1138	943	8792	0
56	81	24	17	1026	843	8146	0
57	81	22	16	926	755	7637	7448
58	81	20	14	837	676	6913	6693
59	81	18	13	757	606	6352	6117
60	81	16	12	687	545	5789	5554
61	81	15	10	623	490	5300	5073
62	81	13	10	567	441	4853	4631
63	81	12	9	515	398	4386	4180
64	81	11	8	470	359	4082	3878
65	81	10	7	429	325	3689	3539
66	81	9	7	392	294	3392	3229
67	81	8	6	359	266	3117	2958
68	81	8	5	328	241	2859	2708
69	81	7	5	301	219	2635	2487
70	81	6	5	277	199	2424	2275
71	81	6	4	255	181	2233	2089
72	81	5	4	234	165	2052	1916
73	81	5	3	216	150	1887	1759
74	81	5	3	199	138	1738	1617
75	81	4	3	184	125	1602	1486
76	81	4	3	170	114	1479	1368
77	81	3	2	158	105	1366	1259
78	81	3	2	146	96	1263	1163
79	81	3	2	135	88	1168	1073
80	81	3	2	126	80	1082	992
81	81	2	2	117	74	1004	917
82	81	2	1	109	68	932	2123
83	81	2	0	101	157	2168	2908
84	81	2	0	94	145	1998	2664
85	81	2	0	88	134	2750	2450
86	81	2	0	82	124	2539	2253
87	81	0	0	77	153	2342	2067
88	81	0	0	72	142	2162	2392
89	81	0	0	67	153	1998	2204
90	81	0	0	159	141	2318	2034
91	81	0	0	149	131	2149	1880
92	81	0	0	140	121	1991	1737
93	81	0	0	132	112	1831	1758
94	81	0	0	125	104	1725	1657
95	81	0	0	0	0	1776	1537
96	81	0	0	0	0	1666	1544
97	81	0	0	0	0	0	0
98	81	0	0	0	0	0	0
99	81	0	0	0	0	0	0
100	81	0	0	0	0	0	0
1	82	0	0	0	0	0	0
2	82	0	0	0	0	0	0
3	82	88722.64	0	0	0	0	0
4	82	17700	0	0	0	0	0
5	82	6030	0	0	0	0	0
6	82	13200	0	0	0	0	0
7	82	13700	0	0	0	0	0
8	82	12500	0	0	0	0	0
9	82	9080	0	0	0	0	0
10	82	7573	7402	0	0	0	0
11	82	5425	5143	0	0	0	0
12	82	3804	3525	0	0	0	0
13	82	2685	2434	0	0	0	0
14	82	1917	1704	0	0	0	0
15	82	1387	1211	0	0	0	0
16	82	1019	877	0	0	0	0
17	82	2757	2285	0	0	0	0
18	82	2004	2057	0	0	0	0
19	82	1859	1664	0	0	0	0
20	82	1543	1388	15464	15419	0	0
21	82	1324	1066	14616	14532	0	0
22	82	1036	827	13496	13378	0	0
23	82	818	647	12305	12161	0	0
24	82	651	511	11177	11021	0	0
25	82	522	407	10131	9967	0	0
26	82	421	327	9182	9016	0	0
27	82	343	265	8322	8159	0	0
28	82	281	216	7545	7384	0	0
29	82	231	177	6636	6396	0	0
30	82	192	146	5715	5486	43529.97	0
31	82	160	121	4915	4696	0	0
32	82	134	101	4227	4020	0	0
33	82	113	85	3638	3443	0	0
34	82	96	72	3138	2958	0	0
35	82	82	154	2709	2540	0	0
36	82	70	132	2332	2180	0	0
37	82	151	114	2032	1888	0	0
38	82	131	132	1766	1636	0	0
39	82	114	134	1539	1415	0	0
40	82	134	117	1344	1230	0	0
41	82	136	102	1177	1072	8194	0
42	82	120	90	1034	937	12159	0
43	82	106	78	911	2098	14204	0
44	82	93	69	2053	2597	15240	0
45	82	83	61	2563	2244	15607	0
46	82	73	54	2236	1946	15525	0
47	82	65	48	1957	2123	15120	0
48	82	58	43	2158	1854	14455	0
49	82	52	38	1900	1621	13665	0
50	82	46	34	1677	1575	12825	0
51	82	42	30	1645	1385	11994	0
52	82	37	27	1460	1374	11184	0
53	82	34	24	1455	1224	10379	0
54	82	30	22	1308	1092	9625	0
55	82	27	20	1178	976	8931	0
56	82	25	18	1063	873	8274	0
57	82	22	16	959	782	7755	7563
58	82	20	15	867	701	7257	7109
59	82	18	13	785	628	6666	6421
60	82	17	12	711	565	6080	5836
61	82	15	11	645	508	5571	5334
62	82	14	10	587	458	5105	4872
63	82	13	9	534	413	4617	4401
64	82	11	8	487	373	4298	4085
65	82	10	7	445	337	3887	3729
66	82	10	7	406	304	3576	3404
67	82	9	6	372	276	3287	3120
68	82	8	6	340	250	3015	2857
69	82	7	5	312	227	2781	2624
70	82	7	5	287	207	2558	2401
71	82	6	4	264	188	2356	2205
72	82	6	4	243	171	2166	2023
73	82	5	4	224	156	1992	1857
74	82	5	3	207	143	1834	1706
75	82	4	3	191	130	1691	1568
76	82	4	3	177	119	1561	1444
77	82	4	2	164	109	1441	1328
78	82	3	2	152	100	1332	1226
79	82	3	2	141	91	1232	1131
80	82	3	2	131	83	1141	1045
81	82	3	2	121	76	1058	966
82	82	2	2	113	70	982	895
83	82	2	1	105	64	912	2122
84	82	2	0	98	149	848	2788
85	82	2	0	91	138	2009	2567
86	82	2	0	85	128	2659	2361
87	82	1	0	80	118	2454	2167
88	82	0	0	74	146	2267	1998
89	82	0	0	70	135	2095	1841
90	82	0	0	65	146	1936	2136
91	82	0	0	154	135	2257	1974
92	82	0	0	145	125	2092	1825
93	82	0	0	136	116	1923	1663
94	82	0	0	129	107	1812	1568
95	82	0	0	0	0	1680	1612
96	82	0	0	0	0	1576	1504
97	82	0	0	0	0	0	0
98	82	0	0	0	0	0	0
99	82	0	0	0	0	0	0
100	82	0	0	0	0	0	0
1	83	0	0	0	0	0	0
2	83	0	0	0	0	0	0
3	83	94008.88	0	0	0	0	0
4	83	29900	0	0	0	0	0
5	83	6110	0	0	0	0	0
6	83	11800	0	0	0	0	0
7	83	14000	0	0	0	0	0
8	83	12700	0	0	0	0	0
9	83	9330	0	0	0	0	0
10	83	7727	7551	0	0	0	0
11	83	5725	5430	0	0	0	0
12	83	4024	3731	0	0	0	0
13	83	2845	2580	0	0	0	0
14	83	2032	1807	0	0	0	0
15	83	1471	1283	0	0	0	0
16	83	1079	928	0	0	0	0
17	83	2108	2405	0	0	0	0
18	83	2111	2170	0	0	0	0
19	83	1962	1585	0	0	0	0
20	83	1625	1445	15325	15302	0	0
21	83	1378	1110	14685	14611	0	0
22	83	1079	861	13657	13545	0	0
23	83	852	674	12504	12362	0	0
24	83	678	532	11384	11228	0	0
25	83	544	424	10332	10166	0	0
26	83	439	341	9369	9201	0	0
27	83	357	276	8493	8326	0	0
28	83	293	225	7698	7533	0	0
29	83	241	185	6992	6829	0	0
30	83	200	153	6029	5790	69296.74	0
31	83	167	127	5192	4962	0	0
32	83	140	106	4469	4251	0	0
33	83	118	89	3850	3644	0	0
34	83	100	75	3323	3133	0	0
35	83	85	64	2870	2692	0	0
36	83	73	137	2472	2310	0	0
37	83	62	118	2154	2002	0	0
38	83	136	137	1872	1734	0	0
39	83	118	138	1631	1500	0	0
40	83	138	121	1424	1304	0	0
41	83	141	106	1247	1135	0	0
42	83	124	93	1095	992	10325	0
43	83	109	81	964	868	13033	0
44	83	97	72	851	1989	14526	0
45	83	86	63	1963	2363	15215	0
46	83	76	56	2354	2050	15348	0
47	83	68	50	2061	1780	15100	0
48	83	60	44	1810	1956	14543	0
49	83	54	39	2005	1710	13818	0
50	83	48	35	1770	1500	13012	0
51	83	43	32	1567	1458	12198	0
52	83	39	28	1538	1431	11391	0
53	83	35	25	1369	1275	10582	0
54	83	31	23	1362	1137	9820	0
55	83	28	21	1226	1016	9114	0
56	83	26	19	1106	909	8443	0
57	83	23	17	999	815	7913	7716
58	83	21	15	903	730	7403	7251
59	83	19	14	817	654	7012	6846
60	83	17	12	741	588	6411	6156
61	83	16	11	672	529	5879	5630
62	83	14	10	612	477	5390	5147
63	83	13	9	556	430	4879	4652
64	83	12	9	508	388	4544	4320
65	83	11	8	463	351	4112	3946
66	83	10	7	423	317	3785	3603
67	83	9	6	387	288	3480	3303
68	83	8	6	355	261	3194	3027
69	83	8	5	326	237	2946	2780
70	83	7	5	299	216	2710	2544
71	83	6	4	275	196	2497	2337
72	83	6	4	253	179	2296	2144
73	83	5	4	234	163	2112	1969
74	83	5	3	216	149	1945	1809
75	83	5	3	199	135	1792	1663
76	83	4	3	184	124	1655	1530
77	83	4	3	171	113	1527	1407
78	83	3	2	158	104	1412	1299
79	83	3	2	147	95	1305	1198
80	83	3	2	136	87	1208	1107
81	83	3	2	127	80	1120	1023
82	83	2	2	118	73	1040	947
83	83	2	2	110	67	965	877
84	83	2	1	102	155	897	2131
85	83	2	0	95	143	834	1966
86	83	2	0	89	132	2035	2485
87	83	2	0	83	122	2581	2282
88	83	1	0	78	113	2386	2105
89	83	0	0	73	105	2206	1940
90	83	0	0	68	129	2040	1791
91	83	0	0	64	139	1892	2083
92	83	0	0	150	129	1754	1926
93	83	0	0	141	119	2029	1755
94	83	0	0	133	111	1912	1655
95	83	0	0	0	0	1773	1535
96	83	0	0	0	0	1664	1584
97	83	0	0	0	0	0	0
98	83	0	0	0	0	0	0
99	83	0	0	0	0	0	0
100	83	0	0	0	0	0	0
1	84	0	0	0	0	0	0
2	84	0	0	0	0	0	0
3	84	77476.14	0	0	0	0	0
4	84	39400	0	0	0	0	0
5	84	6910	0	0	0	0	0
6	84	8990	0	0	0	0	0
7	84	14100	0	0	0	0	0
8	84	13500	0	0	0	0	0
9	84	9750	0	0	0	0	0
10	84	7878	7699	0	0	0	0
11	84	6056	5747	0	0	0	0
12	84	4267	3958	0	0	0	0
13	84	3021	2740	0	0	0	0
14	84	2160	1920	0	0	0	0
15	84	1563	1363	0	0	0	0
16	84	1146	985	0	0	0	0
17	84	852	1929	0	0	0	0
18	84	2230	1823	0	0	0	0
19	84	2077	1678	0	0	0	0
20	84	1557	1375	15066	15070	0	0
21	84	1306	1161	14683	14623	0	0
22	84	1128	900	13776	13671	0	0
23	84	891	705	12676	12539	0	0
24	84	709	557	11575	11420	0	0
25	84	569	444	10523	10356	0	0
26	84	459	356	9550	9379	0	0
27	84	374	289	8660	8489	0	0
28	84	306	235	7849	7680	0	0
29	84	253	193	7127	6960	0	0
30	84	209	160	6478	6124	84062.53	0
31	84	175	133	5496	5254	0	0
32	84	147	111	4736	4506	0	0
33	84	124	93	4083	3866	0	0
34	84	105	79	3526	3326	0	0
35	84	89	67	3048	2859	0	0
36	84	76	142	2626	2455	0	0
37	84	65	123	2289	2127	0	0
38	84	141	107	1989	1843	0	0
39	84	123	123	1733	1594	0	0
40	84	108	125	1514	1385	0	0
41	84	125	110	1325	1206	0	0
42	84	129	96	1163	1053	8043	0
43	84	113	84	1023	921	11536	0
44	84	100	75	903	808	13575	0
45	84	89	66	798	2493	14649	0
46	84	79	58	2484	2165	15042	0
47	84	70	52	2178	1882	14987	0
48	84	63	46	1913	2071	14566	0
49	84	56	41	1684	1811	13924	0
50	84	50	37	1874	1589	13167	0
51	84	45	33	1659	1397	12378	0
52	84	40	29	1473	1360	11582	0
53	84	36	26	1446	1333	10774	0
54	84	33	24	1290	1189	10006	0
55	84	30	21	1282	1063	9291	0
56	84	27	19	1157	951	8609	0
57	84	24	18	1045	852	8068	7867
58	84	22	16	944	763	7547	7392
59	84	20	14	855	685	7147	6977
60	84	18	13	775	615	6738	6564
61	84	16	12	703	553	6218	5957
62	84	15	11	640	499	5705	5449
63	84	14	10	582	450	5167	4928
64	84	12	9	531	406	4815	4579
65	84	11	8	485	368	4359	4185
66	84	10	7	443	332	4014	3823
67	84	10	7	405	301	3693	3506
68	84	9	6	371	273	3390	3214
69	84	8	6	341	248	3128	2953
70	84	7	5	313	226	2879	2703
71	84	7	5	288	206	2653	2483
72	84	6	4	265	187	2440	2279
73	84	6	4	245	170	2244	2092
74	84	5	4	226	156	2067	1922
75	84	5	3	209	142	1905	1767
76	84	4	3	193	130	1759	1626
77	84	4	3	179	119	1623	1495
78	84	4	3	166	109	1500	1380
79	84	3	2	154	100	1387	1273
80	84	3	2	143	91	1284	1175
81	84	3	2	133	84	1190	1086
82	84	3	2	123	77	1104	1005
83	84	2	2	115	71	1025	930
84	84	2	1	107	65	952	861
85	84	2	1	100	149	885	800
86	84	2	0	93	137	825	1991
87	84	2	0	87	127	2066	2409
88	84	2	0	81	118	2518	2223
89	84	1	0	76	109	2330	2050
90	84	0	0	71	101	2155	1893
91	84	0	0	67	124	1999	1750
92	84	0	0	63	134	1854	2039
93	84	0	0	147	124	1705	1858
94	84	0	0	138	115	2034	1761
95	84	0	0	0	0	1886	1633
96	84	0	0	0	0	1770	1525
97	84	0	0	0	0	0	0
98	84	0	0	0	0	0	0
99	84	0	0	0	0	0	0
100	84	0	0	0	0	0	0
1	85	0	0	0	0	0	0
2	85	0	0	0	0	0	0
3	85	60946.71	0	0	0	0	0
4	85	49100	0	0	0	0	0
5	85	8230	0	0	0	0	0
6	85	6750	0	0	0	0	0
7	85	13300	0	0	0	0	0
8	85	12500	0	0	0	0	0
9	85	10300	0	0	0	0	0
10	85	8239	8052	0	0	0	0
11	85	6551	6100	0	0	0	0
12	85	4538	4211	0	0	0	0
13	85	3218	2920	0	0	0	0
14	85	2303	2047	0	0	0	0
15	85	1666	1453	0	0	0	0
16	85	1221	1049	0	0	0	0
17	85	907	2127	0	0	0	0
18	85	2364	1936	0	0	0	0
19	85	1750	1784	0	0	0	0
20	85	1656	1327	15058	15096	0	0
21	85	1386	1221	14987	14943	0	0
22	85	1187	947	14213	14115	0	0
23	85	937	741	13159	13023	0	0
24	85	746	586	12058	11901	0	0
25	85	598	467	10986	10814	0	0
26	85	483	375	9982	9804	0	0
27	85	393	304	9056	8878	0	0
28	85	322	248	8209	8032	0	0
29	85	266	204	7452	7277	0	0
30	85	221	168	6771	6598	86121.86	0
31	85	184	140	5835	5581	0	0
32	85	154	117	5034	4791	0	0
33	85	130	98	4343	4114	0	0
34	85	110	83	3754	3542	0	0
35	85	94	70	3246	3046	0	0
36	85	80	60	2798	2617	0	0
37	85	69	129	2440	2268	0	0
38	85	59	112	2121	1966	0	0
39	85	129	97	1848	1700	0	0
40	85	113	131	1614	1477	0	0
41	85	99	114	1413	1285	0	0
42	85	115	100	1239	1122	0	0
43	85	118	88	1090	980	9922	0
44	85	105	78	961	860	12679	0
45	85	93	69	850	2091	14253	0
46	85	82	61	2084	2297	14977	0
47	85	73	54	2310	1997	15160	0
48	85	65	48	2030	1745	14899	0
49	85	58	43	1788	1926	14348	0
50	85	52	38	1992	1690	13637	0
51	85	47	34	1765	1486	12864	0
52	85	42	31	1567	1442	12065	0
53	85	38	28	1395	1275	11243	0
54	85	34	25	1369	1250	10453	0
55	85	31	23	1224	1118	9713	0
56	85	28	20	1217	1000	9003	0
57	85	25	18	1099	896	8438	8228
58	85	23	17	993	803	7893	7730
59	85	21	15	899	720	7474	7295
60	85	19	14	815	647	7044	6862
61	85	17	12	740	582	6662	6321
62	85	16	11	673	525	6055	5786
63	85	14	10	612	473	5488	5237
64	85	13	9	558	427	5117	4868
65	85	12	9	510	387	4635	4451
66	85	11	8	466	349	4270	4068
67	85	10	7	426	317	3930	3732
68	85	9	7	391	288	3609	3423
69	85	8	6	359	261	3332	3146
70	85	8	5	329	237	3067	2880
71	85	7	5	303	216	2827	2647
72	85	6	5	279	197	2600	2429
73	85	6	4	257	179	2392	2231
74	85	5	4	238	164	2204	2050
75	85	5	4	220	149	2031	1884
76	85	5	3	203	137	1875	1734
77	85	4	3	188	125	1731	1594
78	85	4	3	174	115	1600	1472
79	85	4	2	162	105	1479	1357
80	85	3	2	150	96	1368	1252
81	85	3	2	140	88	1268	1157
82	85	3	2	130	81	1176	1071
83	85	3	2	121	74	1092	991
84	85	2	2	113	68	1014	916
85	85	2	1	105	63	942	851
86	85	2	1	98	144	878	790
87	85	2	0	92	133	818	2023
88	85	2	0	86	123	2111	2357
89	85	2	0	80	114	1957	2175
90	85	1	0	75	105	2286	2009
91	85	0	0	70	98	2122	1858
92	85	0	0	66	119	1968	1718
93	85	0	0	62	129	1810	1975
94	85	0	0	145	120	1706	1863
95	85	0	0	0	0	1996	1729
96	85	0	0	0	0	1873	1614
97	85	0	0	0	0	0	0
98	85	0	0	0	0	0	0
99	85	0	0	0	0	0	0
100	85	0	0	0	0	0	0
1	86	0	0	0	0	0	0
2	86	0	0	0	0	0	0
3	86	41484.35	0	0	0	0	0
4	86	56100	0	0	0	0	0
5	86	11000	0	0	0	0	0
6	86	5290	0	0	0	0	0
7	86	12300	0	0	0	0	0
8	86	11800	0	0	0	0	0
9	86	10200	0	0	0	0	0
10	86	7992	7810	0	0	0	0
11	86	6351	6140	0	0	0	0
12	86	4554	4228	0	0	0	0
